id,label,subject,score,prediction
zs_bulk_prize_3,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,2.0,phishing
zs_bulk_prize_2,phishing,You've Won a $500 Amazon Gift Card!,2.8,phishing
zs_bulk_prize_4,phishing,You've Won a $500 Amazon Gift Card!,2.8,phishing
zs_bulk_prize_5,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,2.5,phishing
zs_bulk_prize_7,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,2.0,phishing
zs_bulk_prize_9,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,2.8,phishing
zs_bulk_prize_6,phishing,Congratulations! You Have Won a $500 Amazon Gift Card!,0.8,legitimate
zs_bulk_prize_8,phishing,Congratulations! You've Won a $500 Amazon Gift Card!,2.5,phishing
zs_bulk_it_department_0,phishing,Your Mailbox Alert: Storage Upgrade Required,4.0,phishing
zs_bulk_it_department_2,phishing,Mailbox Alert: Storage Capacity at 97%,4.0,phishing
zs_bulk_it_department_1,phishing,Your Email Storage is Reaching Critical Levels - Upgrade Now!,4.8,phishing
zs_bulk_it_department_5,phishing,Mailbox Storage Alert - Upgrade Required,-0.0,legitimate
zs_bulk_it_department_4,phishing,Mailbox Storage Alert: Upgrade Required - 97% Capacity Reached!,-0.0,legitimate
zs_bulk_it_department_7,phishing,Mailbox Storage Alert - Upgrade Required,0.8,legitimate
zs_bulk_it_department_6,phishing,Urgent: Your Mailbox Storage Capacity Alert,4.8,phishing
zs_bulk_it_department_9,phishing,Mailbox Storage Alert - Urgent Action Required,-0.0,legitimate
zs_bulk_it_department_8,phishing,Mailbox Alert: Storage Upgrade Required for meridiancorp.com Account,0.8,legitimate
zs_bulk_invoice_1,phishing,Your McAfee Total Protection Subscription Renewal - INV-2025-88432,0.8,legitimate
zs_bulk_invoice_0,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,4.0,phishing
zs_bulk_invoice_2,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,0.8,legitimate
zs_bulk_invoice_3,phishing,McAfee Total Protection - Invoice INV-2025-88432: Payment Confirmation Required!,-0.0,legitimate
zs_bulk_invoice_5,phishing,Your McAfee Total Protection Subscription Renewal Payment Confirmation,-0.0,legitimate
zs_bulk_invoice_4,phishing,Your McAfee Total Protection Subscription Renewal - Payment Confirmation Required,-0.0,legitimate
zs_bulk_it_department_3,phishing,Mailbox Storage Alert - Upgrade Required for Continued Service,-0.0,legitimate
zs_bulk_invoice_8,phishing,Payment Confirmation for McAfee Total Protection Subscription Renewal,-0.0,legitimate
zs_bulk_invoice_6,phishing,Important: McAfee Total Protection Subscription Renewal Confirmation - INV-2025-88432,-0.0,legitimate
zs_bulk_invoice_9,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,-0.0,legitimate
zs_bulk_invoice_7,phishing,Your McAfee Total Protection Subscription Renewal Confirmation,0.8,legitimate
zs_bulk_delivery_1,phishing,Urgent - Additional Shipping Fee for Package DHL-8847291056,-0.0,legitimate
zs_bulk_delivery_0,phishing,Urgent - Additional Shipping Fee Required for Package DHL-8847291056,0.8,legitimate
zs_bulk_delivery_2,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,-0.0,legitimate
zs_bulk_delivery_4,phishing,Urgent: Additional Shipping Fee Required for Package DHL-8847291056,1.2,legitimate
zs_bulk_delivery_3,phishing,Urgent: Package Delivery Update - Tracking Number DHL-8847291056,0.8,legitimate
zs_bulk_delivery_6,phishing,Urgent: Package Delayed - DHL-8847291056 Shipping Fee Required,-0.0,legitimate
zs_bulk_delivery_5,phishing,Urgent: Additional Shipping Fee Required for DHL Package,-0.0,legitimate
zs_bulk_delivery_7,phishing,Urgent: Additional Shipping Fee for Package DHL-8847291056,-0.0,legitimate
zs_bulk_delivery_8,phishing,Urgent - Additional Shipping Fee Required for Package DHL-8847291056,-0.0,legitimate
zs_bulk_delivery_9,phishing,Urgent: Additional Shipping Fee Required for Package DHL-8847291056,-0.0,legitimate
zs_bulk_security_alert_0,phishing,Unauthorized access detected in your Microsoft account,4.0,phishing
zs_bulk_security_alert_2,phishing,Alert: Unauthorized Access to Your Microsoft Account,4.8,phishing
zs_bulk_security_alert_1,phishing,Unauthorized Access to Your Microsoft Account Detected,4.0,phishing
zs_bulk_security_alert_4,phishing,Security Alert: Unusual Activity Detected on Your Microsoft Account,4.0,phishing
zs_bulk_security_alert_3,phishing,Unauthorized access detected on your Microsoft account,4.8,phishing
zs_bulk_security_alert_7,phishing,Alert: Unauthorized Login Attempt from Microsoft Account,4.8,phishing
zs_bulk_security_alert_6,phishing,Urgent: Possible Unauthorized Access to Your Microsoft Account,4.0,phishing
zs_bulk_security_alert_5,phishing,Unusual Activity on Your Microsoft Account,-0.0,legitimate
zs_bulk_security_alert_9,phishing,Unauthorized Access Detected: Microsoft Account Notification,4.0,phishing
zs_bulk_security_alert_8,phishing,Security Alert: Unauthorized Access Attempted on Your Microsoft Account,0.8,legitimate
zs_bulk_document_share_1,phishing,Karen Mitchell shared a file with you on OneDrive,-0.0,legitimate
zs_bulk_document_share_0,phishing,Karen Mitchell shared Q1 2025 Budget Review.xlsx with you on OneDrive,-0.0,legitimate
zs_bulk_document_share_2,phishing,"Karen Mitchell has shared ""Q1 2025 Budget Review.xlsx"" with you on OneDrive",-0.0,legitimate
zs_bulk_document_share_3,phishing,Karen Mitchell has shared a document with you on OneDrive,0.8,legitimate
zs_bulk_document_share_4,phishing,Karen Mitchell shared Q1 2025 Budget Review.xlsx with you,-0.0,legitimate
zs_bulk_document_share_7,phishing,"Karen Mitchell shared ""Q1 2025 Budget Review.xlsx"" with you",-0.0,legitimate
zs_bulk_document_share_5,phishing,Karen Mitchell shared a file with you - Q1 2025 Budget Review.xlsx,-0.0,legitimate
zs_bulk_document_share_6,phishing,Karen Mitchell shared a file with you on OneDrive,-0.0,legitimate
zs_bulk_document_share_8,phishing,Karen Mitchell has shared a file with you on OneDrive,0.8,legitimate
zs_bulk_document_share_9,phishing,Karen Mitchell shared a file with you on OneDrive,-0.0,legitimate
zs_spear_ceo_wire_0,phishing,Quick Favor Needed - Wire Transfer Urgent!,1.0,legitimate
zs_spear_ceo_wire_1,phishing,Quick Favor Needed Sarah - Urgent,1.0,legitimate
zs_spear_ceo_wire_2,phishing,Quick Favor on a Wire Transfer,1.0,legitimate
zs_spear_ceo_wire_3,phishing,Quick Favor Needed - Urgent Wire Transfer Request,3.5,phishing
zs_spear_ceo_wire_4,phishing,Urgent Wire Transfer Request,3.5,phishing
zs_spear_ceo_wire_5,phishing,Urgent Wire Transfer Request,3.5,phishing
zs_spear_ceo_wire_7,phishing,"Quick Favor Needed, Sarah!",0.8,legitimate
zs_spear_ceo_wire_6,phishing,Urgent Payment Request for Apex Consulting,1.7,legitimate
zs_spear_ceo_wire_8,phishing,Quick Favor on Urgent Matter - Need Your Help Today,1.0,legitimate
zs_spear_ceo_wire_9,phishing,Urgent Payment Request for Apex Consulting,5.5,phishing
zs_spear_hr_benefits_0,phishing,Important: Update Your Direct Deposit Information for Benefits Enrollment,-0.0,legitimate
zs_spear_hr_benefits_1,phishing,Don't Miss Out: Update Your Benefits Enrollment by Oct 5!,0.8,legitimate
zs_spear_hr_benefits_3,phishing,Urgent: Benefits Enrollment Period Now Open - Update Your Direct Deposit Info,-0.0,legitimate
zs_spear_hr_benefits_2,phishing,Important: Update Your Direct Deposit Information for Upcoming Benefit Enrollment,-0.0,legitimate
zs_spear_hr_benefits_4,phishing,Update Your Direct Deposit Information for Upcoming Benefits Enrollment,-0.0,legitimate
zs_spear_hr_benefits_5,phishing,Important: Company Benefits Enrollment Period Now Open,1.8,phishing
zs_spear_hr_benefits_6,phishing,Important: Company Benefits Enrollment - Don't Miss the Deadline!,-0.0,legitimate
zs_spear_hr_benefits_7,phishing,Reminder: Company Benefits Enrollment - Deadline Approaching,-0.0,legitimate
zs_spear_hr_benefits_9,phishing,Important: Update Your Company Benefits Enrollment Information by October 5,0.8,legitimate
zs_spear_hr_benefits_8,phishing,Important: Company Benefits Enrollment Period - Don't Miss the Deadline!,-0.0,legitimate
zs_spear_vendor_0,phishing,Important Update on Payment Information for Purchase Order PO-2024-8891,-0.0,legitimate
zs_spear_vendor_1,phishing,Important Update on Payment Information for PO-2024-8891,-0.0,legitimate
zs_spear_vendor_2,phishing,Important Update: New Bank Information for Payment Records,-0.0,legitimate
zs_spear_vendor_3,phishing,Update to Wire Transfer Information for PO-2024-8891,0.8,legitimate
zs_spear_vendor_4,phishing,Important Update on Purchase Order PO-2024-8891,0.8,legitimate
zs_spear_vendor_6,phishing,Update on Payment Information for Purchase Order PO-2024-8891,0.8,legitimate
zs_spear_vendor_5,phishing,Important Update on Wire Transfer Information for PO-2024-8891,-0.0,legitimate
zs_spear_vendor_7,phishing,Update on Payment Instructions for PO-2024-8891,0.8,legitimate
zs_spear_vendor_8,phishing,Update on Payment Information for PO-2024-8891,0.8,legitimate
zs_spear_vendor_9,phishing,Urgent: Update Payment Records for PO-2024-8891,0.8,legitimate
zs_spear_linkedin_1,phishing,Exciting Opportunity for Senior Cloud Architect Role at Stripe,-0.0,legitimate
zs_spear_linkedin_2,phishing,Exciting Opportunity: Senior Cloud Architect Role at Stripe,-0.0,legitimate
zs_spear_linkedin_3,phishing,Senior Cloud Architect Opportunity at Stripe,-0.0,legitimate
zs_spear_linkedin_5,phishing,Exciting Opportunity at Stripe - Senior Cloud Architect Role,-0.0,legitimate
zs_spear_linkedin_6,phishing,Exciting Senior Cloud Architect Opportunity at Stripe!,-0.0,legitimate
zs_spear_linkedin_7,phishing,Exciting Opportunity: Senior Cloud Architect Role at Stripe,0.8,legitimate
zs_spear_linkedin_8,phishing,Exciting Opportunity for a Senior Cloud Architect,-0.0,legitimate
zs_spear_linkedin_4,phishing,Exciting Senior Cloud Architect Opportunity at Stripe,-0.0,legitimate
zs_spear_linkedin_9,phishing,Exciting Senior Cloud Architect Opportunity at Stripe!,-0.0,legitimate
zs_spear_colleague_0,phishing,Q3 Earnings Report Update for Tomorrow's Board Meeting,-0.0,legitimate
zs_spear_linkedin_0,phishing,Exciting Senior Cloud Architect Opportunity at Stripe,-0.0,legitimate
zs_spear_colleague_1,phishing,Q3 Earnings Report Update for Tomorrow's Board Meeting,0.8,legitimate
zs_spear_colleague_4,phishing,Q3 Earnings Report Update - Your Input Needed!,-0.0,legitimate
zs_spear_colleague_2,phishing,Updated Q3 Earnings Report for Tomorrow's Meeting,-0.0,legitimate
zs_spear_colleague_5,phishing,Updated Q3 Earnings Report for Tomorrow's Board Meeting,0.8,legitimate
zs_spear_colleague_6,phishing,Updated Q3 Earnings Report for Tomorrow's Board Meeting,0.8,legitimate
zs_spear_colleague_9,phishing,Updated Q3 Earnings Report for Tomorrow's Board Meeting,0.8,legitimate
zs_spear_colleague_8,phishing,Q3 Earnings Report Update for Tomorrow's Board Meeting,-0.0,legitimate
zs_spear_colleague_7,phishing,Q3 Earnings Report Update - Your Feedback Needed by Tomorrow!,0.8,legitimate
fs_bulk_account_suspension_0,phishing,Your Chase Account Restricted - Failed Verification Attempt,4.0,phishing
fs_bulk_account_suspension_1,phishing,Important: Your Chase Account Restricted Due to Failed Verification,4.8,phishing
fs_bulk_account_suspension_2,phishing,Your Chase Account is Restricted for Verification Purposes,0.9,legitimate
fs_bulk_account_suspension_3,phishing,Your Chase Account is Temporarily Restricted,4.0,phishing
fs_bulk_account_suspension_4,phishing,Your Chase Bank Account is Temporarily Restricted,-0.0,legitimate
zs_spear_colleague_3,phishing,Updated Q3 Earnings Report for Tomorrow's Board Meeting,-0.0,legitimate
fs_bulk_account_suspension_5,phishing,Your Chase Account is Restricted Due to Failed Verification,4.8,phishing
fs_bulk_account_suspension_7,phishing,Your Chase Account Restricted Due to Failed Verification,-0.0,legitimate
fs_bulk_account_suspension_6,phishing,Your Chase Account is Temporarily Restricted - Verification Required,4.8,phishing
fs_bulk_account_suspension_8,phishing,Important Update on Your Chase Account,4.0,phishing
fs_bulk_account_suspension_9,phishing,Your Chase Account Restricted Due to Failed Verification,-0.0,legitimate
fs_bulk_password_reset_1,phishing,Password Expiry Notice for emily.chen@company.com,0.8,legitimate
fs_bulk_password_reset_0,phishing,Password Expiry Notice for emily.chen@company.com,0.8,legitimate
fs_bulk_password_reset_2,phishing,Password Expiry Notice for emily.chen@company.com,-0.0,legitimate
fs_bulk_password_reset_3,phishing,Password Expiry Notice for emily.chen@company.com,0.8,legitimate
fs_bulk_password_reset_5,phishing,Password Expiry Notice for Emily Chen,0.8,legitimate
fs_bulk_prize_0,phishing,You've Won a $750 Best Buy Gift Card!,2.0,phishing
fs_bulk_password_reset_7,phishing,Password Expiry Notice for emily.chen@company.com,-0.0,legitimate
fs_bulk_prize_1,phishing,Congratulations! You Won a $750 Best Buy Gift Card!,2.5,phishing
fs_bulk_prize_2,phishing,Congratulations! You Won a $750 Best Buy Gift Card!,2.5,phishing
fs_bulk_prize_4,phishing,You've Won a $750 Best Buy Gift Card!,2.0,phishing
fs_bulk_prize_3,phishing,Congratulations! You've Won a $750 Best Buy Gift Card!,2.8,phishing
fs_bulk_prize_5,phishing,Congratulations! You're a Winner in Our Best Buy Rewards Program!,2.8,phishing
fs_bulk_prize_6,phishing,Congratulations! You've Won a $750 Best Buy Gift Card!,2.5,phishing
fs_bulk_prize_7,phishing,Congratulations! You're a Best Buy Winner!,3.3,phishing
fs_bulk_prize_9,phishing,Congratulations! You Won a $750 Best Buy Gift Card!,-0.0,legitimate
fs_bulk_prize_8,phishing,Congratulations! You Won a $750 Best Buy Gift Card!,1.2,legitimate
fs_bulk_it_department_0,phishing,Important: Your Pinnacle Mailbox Storage Alert,-0.0,legitimate
fs_bulk_password_reset_9,phishing,Password Expiry Notice for emily.chen@company.com,-0.0,legitimate
fs_bulk_it_department_2,phishing,Your Pinnacle Mailbox Storage Warning,-0.0,legitimate
fs_bulk_it_department_3,phishing,Your Pinnacle Mailbox Storage Alert,-0.0,legitimate
fs_bulk_it_department_7,phishing,Urgent: Your Pinnacle Mailbox Storage Limit Notification,0.8,legitimate
fs_bulk_it_department_5,phishing,Your Pinnacle Mailbox Exceeded 95% Storage Limit,-0.0,legitimate
fs_bulk_it_department_8,phishing,Your Mailbox is Approaching Storage Limit,0.8,legitimate
fs_bulk_it_department_9,phishing,Storage Alert: High Usage on Your Pinnacle Mailbox,0.8,legitimate
fs_bulk_it_department_1,phishing,Your Pinnacle Mailbox Storage is Almost Full,-0.0,legitimate
fs_bulk_invoice_0,phishing,Norton LifeLock Subscription Renewal Invoice - NL-2025-76281,0.8,legitimate
fs_bulk_invoice_2,phishing,Norton LifeLock Subscription Renewal Notice for Your Protection,0.8,legitimate
fs_bulk_invoice_1,phishing,Norton LifeLock Subscription Renewal Invoice - NL-2025-76281,-0.0,legitimate
fs_bulk_it_department_4,phishing,Attention Required: Your Pinnacle Mailbox Storage Limit,-0.0,legitimate
fs_bulk_it_department_6,phishing,"Your Pinnacle Mailbox Storage Limit Alert, Maria Santos!",-0.0,legitimate
fs_bulk_invoice_4,phishing,Norton LifeLock Subscription Renewal Reminder - Invoice NL-2025-76281,-0.0,legitimate
fs_bulk_invoice_3,phishing,Norton LifeLock Subscription Renewal Invoice NL-2025-76281,0.8,legitimate
fs_bulk_invoice_5,phishing,Important: Norton LifeLock Subscription Renewal Reminder,0.8,legitimate
fs_bulk_invoice_6,phishing,Renew Your Norton LifeLock Subscription,0.8,legitimate
fs_bulk_invoice_7,phishing,Norton LifeLock Subscription Renewal - Invoice #NL-2025-76281,0.8,legitimate
fs_bulk_invoice_8,phishing,Your Norton LifeLock Subscription Renewal Invoice - Take Action Now!,-0.0,legitimate
fs_bulk_invoice_9,phishing,Norton LifeLock Subscription Renewal Invoice NL-2025-76281,-0.0,legitimate
fs_bulk_delivery_3,phishing,Package Update Required for FX-4492817035,0.8,legitimate
fs_bulk_delivery_0,phishing,Delivery Update for Package FX-4492817035,-0.0,legitimate
fs_bulk_delivery_1,phishing,Package Delivery Update for FX-4492817035,0.8,legitimate
fs_bulk_delivery_2,phishing,Package Delivery Update Required for FX-4492817035,0.8,legitimate
fs_bulk_delivery_4,phishing,Package FX-4492817035: Delivery Update Required,0.8,legitimate
fs_bulk_delivery_6,phishing,Delivery Update Needed for Package FX-4492817035,-0.0,legitimate
fs_bulk_delivery_5,phishing,Update Your Delivery Details for Package FX-4492817035,0.8,legitimate
fs_bulk_delivery_7,phishing,Delivery Update Required for Package FX-4492817035,-0.0,legitimate
fs_bulk_delivery_9,phishing,Delivery Update for Package FX-4492817035,0.8,legitimate
fs_bulk_security_alert_0,phishing,Security Alert: Unusual Sign-In Attempts on Your Apple ID,-0.0,legitimate
fs_bulk_security_alert_2,phishing,"Security Alert: Unusual Sign-In Attempts from Lagos, Nigeria",-0.0,legitimate
fs_bulk_security_alert_4,phishing,"Security Alert: Unusual Sign-In Attempts from Lagos, Nigeria",-0.0,legitimate
fs_bulk_security_alert_3,phishing,"Security Alert: Unusual Sign-In Attempts from Lagos, Nigeria",0.9,legitimate
fs_bulk_security_alert_5,phishing,Security Alert: Unusual Sign-In Attempts Detected,-0.0,legitimate
fs_bulk_security_alert_7,phishing,Security Alert: Unusual Sign-In Attempts on Your Apple ID,0.9,legitimate
fs_bulk_security_alert_6,phishing,Security Alert: Unusual Sign-In Attempts on Your Apple ID,-0.0,legitimate
fs_bulk_delivery_8,phishing,Package Delivery Issue - Update Your Address Today!,-0.0,legitimate
fs_bulk_security_alert_8,phishing,Security Alert: Unusual Sign-In Attempts on Your Apple ID,0.8,legitimate
fs_bulk_security_alert_9,phishing,Security Alert: Unusual Sign-In Attempts Detected on Your Apple ID,-0.0,legitimate
fs_bulk_document_share_0,phishing,Review and Sign: Employment Agreement - Final from Nathan Brooks,-0.0,legitimate
fs_bulk_document_share_1,phishing,Notification: Employment Agreement - Final Sent for Signature,0.8,legitimate
fs_bulk_security_alert_1,phishing,Security Alert: Unusual Sign-In Attempts on Your Apple ID,-0.0,legitimate
fs_bulk_document_share_2,phishing,Document Waiting for Your Signature - Employment Agreement - Final,0.8,legitimate
fs_bulk_document_share_3,phishing,DocuSign Notification: Employment Agreement - Final Sent by Nathan Brooks,-0.0,legitimate
fs_bulk_document_share_5,phishing,Document Sent for Signature - Employment Agreement - Final,-0.0,legitimate
fs_bulk_document_share_6,phishing,Notification: Employment Agreement - Final Waiting for Your Review,0.8,legitimate
fs_bulk_document_share_7,phishing,"Urgent Document Waiting for Your Signature, Nathan Brooks",-0.0,legitimate
fs_spear_ceo_wire_0,phishing,Urgent Wire Transfer Request - Pinnacle Dynamics,2.7,phishing
fs_bulk_document_share_9,phishing,Document Sent for Review and Signature from Emily Chen,-0.0,legitimate
fs_bulk_document_share_8,phishing,"Review and Sign ""Employment Agreement - Final""",0.8,legitimate
fs_spear_ceo_wire_1,phishing,Urgent Wire Transfer Request for Whitfield Consulting,3.5,phishing
fs_spear_ceo_wire_2,phishing,Urgent: Wire Transfer Request for Project Funding,3.5,phishing
fs_spear_ceo_wire_3,phishing,"Urgent: Wire Transfer for Project X, please!",1.0,legitimate
fs_spear_ceo_wire_4,phishing,Urgent Wire Transfer Request for Project Whitfield,2.7,phishing
fs_spear_ceo_wire_5,phishing,Urgent: Wire Transfer Request for Project Funding,2.7,phishing
fs_spear_ceo_wire_6,phishing,Urgent Wire Transfer Request for Project Funding,2.7,phishing
fs_spear_ceo_wire_7,phishing,Urgent Wire Transfer Request for Pinnacle Dynamics,2.7,phishing
fs_bulk_document_share_4,phishing,Your Employment Agreement - Final Waiting for Signature,-0.0,legitimate
fs_spear_ceo_wire_9,phishing,Urgent Wire Transfer Request for Whitfield Consulting,2.7,phishing
fs_spear_ceo_wire_8,phishing,Urgent: Wire Transfer Request for Whitfield Consulting,4.7,phishing
fs_spear_hr_benefits_0,phishing,Important: Update Your Banking Details for Seamless Pay,0.8,legitimate
fs_spear_hr_benefits_1,phishing,Update Your Banking Information for Seamless Pay,-0.0,legitimate
fs_spear_hr_benefits_3,phishing,Important Pay Information Update for All Bridgewater Analytics Employees,-0.0,legitimate
fs_spear_hr_benefits_7,phishing,Important Pay Update for Daniel Kim due to Aurora Insights Merger,0.8,legitimate
fs_spear_hr_benefits_6,phishing,Urgent: Update Your Payroll Details Following Aurora Insights Merger,-0.0,legitimate
fs_spear_hr_benefits_5,phishing,Important Pay Information Update - Re-Enter Banking Details,-0.0,legitimate
fs_spear_vendor_0,phishing,Urgent: Update Payment Details for Invoice INV-2024-4472,-0.0,legitimate
fs_spear_hr_benefits_9,phishing,"Important Pay Update for Daniel Kim - Re-Enter Banking Details by March 28, 2025",0.8,legitimate
fs_spear_hr_benefits_8,phishing,Important Pay Update for All Bridgewater Analytics Employees,-0.0,legitimate
fs_spear_hr_benefits_4,phishing,Important Payroll Update for Daniel Kim - Re-Enter Banking Details,-0.0,legitimate
fs_spear_hr_benefits_2,phishing,Important Pay Update Following Aurora Insights Merger,-0.0,legitimate
fs_spear_vendor_1,phishing,Important Payment Update for Invoice INV-2024-4472 - GlobalTech Supplies,0.8,legitimate
fs_spear_vendor_2,phishing,Urgent: Update Your Payment Details for Invoice INV-2024-4472,0.8,legitimate
fs_spear_vendor_3,phishing,Update Payment Details for Invoice INV-2024-4472,0.8,legitimate
fs_spear_vendor_4,phishing,Update Payment Details for Invoice INV-2024-4472 at Summit Manufacturing,0.8,legitimate
fs_spear_vendor_5,phishing,Payment Update for Invoice INV-2024-4472 at Summit Manufacturing,-0.0,legitimate
fs_spear_vendor_6,phishing,Update Payment Details for Invoice INV-2024-4472,0.8,legitimate
fs_spear_vendor_9,phishing,Update Your Payment Method for Invoice INV-2024-4472,-0.0,legitimate
fs_spear_vendor_8,phishing,Urgent: Payment Update Required for Invoice INV-2024-4472,-0.0,legitimate
fs_spear_vendor_7,phishing,Update Payment Details for Invoice INV-2024-4472 at Summit Manufacturing,-0.0,legitimate
fs_spear_linkedin_0,phishing,Exciting Principal Research Scientist Opportunity at DeepMind,-0.0,legitimate
fs_spear_linkedin_1,phishing,Exciting Opportunity in AI Research - Your Next Step?,0.8,legitimate
fs_spear_linkedin_2,phishing,Exciting Opportunity for Principal Research Scientist at DeepMind,-0.0,legitimate
fs_spear_linkedin_4,phishing,Exciting Opportunity for Principal Research Scientist at DeepMind,-0.0,legitimate
fs_spear_linkedin_5,phishing,Exciting Principal Research Scientist Opportunity at DeepMind,-0.0,legitimate
fs_spear_linkedin_7,phishing,Exciting AI Research Opportunities at DeepMind - Your Expertise Sought!,-0.0,legitimate
fs_spear_linkedin_6,phishing,Exciting Career Opportunity: Principal Research Scientist Role at DeepMind,-0.0,legitimate
fs_spear_linkedin_8,phishing,Exciting Career Opportunity at DeepMind - Let's Discuss Your Future!,-0.0,legitimate
fs_spear_linkedin_9,phishing,Exciting Opportunity to Join Our AI Research Team,0.8,legitimate
fs_spear_colleague_3,phishing,Apex Proposal Update for Our Monday Call,-0.0,legitimate
fs_spear_colleague_0,phishing,Apex Proposal Update - Review Before Monday's Call,0.8,legitimate
fs_spear_colleague_2,phishing,Apex Proposal Update - Your Feedback Needed!,-0.0,legitimate
fs_spear_colleague_4,phishing,Apex Proposal Update & Review Request,0.8,legitimate
fs_spear_linkedin_3,phishing,Exciting Career Opportunity in AI Recruiting at DeepMind,-0.0,legitimate
fs_spear_colleague_5,phishing,Finalized Apex Industries Client Proposal for Review - Monday Call Prep,-0.0,legitimate
fs_spear_colleague_6,phishing,Finalized Apex Industries Client Proposal Ready for Review,1.0,legitimate
fs_spear_colleague_7,phishing,Updated Apex Industries Client Proposal for Review,-0.0,legitimate
fs_spear_colleague_8,phishing,Finalized Apex Industries Client Proposal for Your Review,-0.0,legitimate
rephrase_nazario_0,phishing,Domain Verification Request for jose@monkey.org,1.5,legitimate
fs_spear_colleague_9,phishing,Apex Client Proposal Review Request - Your Feedback Needed!,-0.0,legitimate
fs_spear_colleague_1,phishing,Final Apex Proposal for Monday's Call,-0.0,legitimate
rephrase_nazario_2,phishing,Verify Your Account Security,0.9,legitimate
rephrase_nazario_3,phishing,Important: Password Expiration Notification,-0.0,legitimate
rephrase_nazario_5,phishing,Order Confirmation and Approval from McAfee,-0.0,legitimate
rephrase_nazario_4,phishing,Notification of Account Password Expiration - jose@monkey.org,-0.0,legitimate
rephrase_nazario_1,phishing,Unapproved Emails Waiting for Your Attention,1.0,legitimate
rephrase_nazario_8,phishing,Order Confirmation for MacBook Air - Order #1811-2247-2685412214,-0.0,legitimate
rephrase_nazario_9,phishing,Notification: Enhanced Security Measures for Your E*TRADE Account,-0.0,legitimate
rephrase_nazario_10,phishing,Notification: Account Verification Required,4.0,phishing
rephrase_nazario_11,phishing,Order Summary and Shipping Update,0.8,legitimate
rephrase_nazario_12,phishing,Account Security Notice: Restriction Notification,4.0,phishing
rephrase_nazario_13,phishing,Zelle Transfer Receipt,-0.0,legitimate
rephrase_nazario_14,phishing,Password Expiration Notification - monkey.org Account Update Required,0.1,legitimate
rephrase_nazario_15,phishing,Account Security Update Required,0.8,legitimate
rephrase_nazario_6,phishing,"Statement of Account and Invoices for the Period August 1, 2024 to September 30, 2024",-0.0,legitimate
rephrase_nazario_18,phishing,Document for Your Review and Approval - Amended Monkey PO-Contract,-0.0,legitimate
rephrase_nazario_17,phishing,Invoice for Your Review and Approval,2.3,phishing
rephrase_nazario_7,phishing,Daily Quarantined Message Report for jose@monkey.org,0.1,legitimate
