id,source,subject,text,label
spamassassin_easy_ham_00011.fbcde1b4833bdbaaf0ced723edd6e355,spamassassin,[SAdev] Interesting approach to Spam handling..,"Hello, have you seen and discussed this article and his approach?

Thank you

http://www.paulgraham.com/spam.html
-- ""Hell, there are no rules here-- we're trying to accomplish something.""
-- Thomas Alva Edison

-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-devel mailing list
Spamassassin-devel@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-devel",legitimate
spamassassin_easy_ham_00012.48a387bc38d1316a6f6b49e8c2e43a03,spamassassin,Re: [SAdev] Live Rule Updates after Release ???,"Yes - great minds think alike. But even withput eval rules it would be very
useful. It would allow us to respond quickly to spammer's tricks.

Theo Van Dinter wrote:
> On Thu, Aug 22, 2002 at 07:27:52AM -0700, Marc Perkel wrote:
>
>>Has anyone though of the idea of live updates of rules after release? The
>>idea being that the user can run a cron job once a week or so and get the
>>new default rule set. This would allow us to react faster to:
>
>
> I suggested this a few months ago.  I don't remember the details of what
> came out of it except that it would only be useful for non-eval rules
> since those require code changes.
>

-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-devel mailing list
Spamassassin-devel@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-devel",legitimate
spamassassin_easy_ham_00013.81c34741dbed59c6dde50777e27e7ea3,spamassassin,[ILUG] Re: Problems with RAID1 on cobalt raq3,"On Mon, Aug 19, 2002 at 03:08:16PM +0100, John P. Looney mentioned:
>  This is likely because to get it to boot, like the cobalt, I'm actually
> passing root=/dev/hda5 to the kernel, not /dev/md0.

Just to solve this...the reason I was booting the box with
root=/dev/hda5, not /dev/md0 was because /dev/md0 wasn't booting - it
would barf with 'can't find init'.

It turns out that this is because I was populating md0 with tar. Which
seems to have 'issues' with crosslinked files - for instance, it was
trying to make a hard link of glibc.so to hda - and failing. It was only
as I did it again with a friend present, that he spotted the errors, and
queried them. We noticed that the hard linked files just didn't exist on
the new rootfs.

When we duplicated the filesystems with dump instead of tar, it worked
fine, I was able to tell lilo to use root=/dev/md0 and everything worked.

Woohoo.

Kate

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00014.cb20e10b2bfcb8210a1c310798532a57,spamassassin,Re: New Sequences Window,"> From:  Chris Garrigues <cwg-exmh@DeepEddy.Com>
> Date:  Wed, 21 Aug 2002 10:40:39 -0500
>
> > From:  Chris Garrigues <cwg-exmh@DeepEddy.Com>
> > Date:  Wed, 21 Aug 2002 10:17:45 -0500
> >
> > Ouch...I'll get right on it.
> >
> > > From:  Robert Elz <kre@munnari.OZ.AU>
> > > Date:  Wed, 21 Aug 2002 19:30:01 +0700
> > >
> > > Any chance of having that lengthen instead?   I like all my exmh stuff
> > > in nice columns (fits the display better).   That is, I use the detache
> d
> > > folder list, one column.   The main exmh window takes up full screen,
> > > top to bottom, but less than half the width, etc...
>
> I thought about that.  The first order approximation would be to just add
> using pack .... -side top instead of pack ... -side left, however, since their
> each a different width, it would look funny.

I've done this.  It's not as pretty as I think it should be, but it works.
I'm going to leave the cosmetic issues to others.  When I update the
documentation, I'll add this to the exmh.TODO file.

I'm leaving for a 2 1/2 week vacation in a week, so this is the last new
functionality I'm going to add for a while.  Also, I now have pretty much
everything in there that I want for my own use, so I'm probably pretty much
done.  I'll work on bug fixes and documentation before my vacation, and
hopefully do nothing more afterwards.

Chris

--
Chris Garrigues                 http://www.DeepEddy.Com/~cwg/
virCIO                          http://www.virCIO.Com
716 Congress, Suite 200
Austin, TX  78701		+1 512 374 0500

World War III:  The Wrong-Doers Vs. the Evil-Doers.",legitimate
spamassassin_easy_ham_00015.4d7026347ba7478c9db04c70913e68fd,spamassassin,The case for spam,"SpamAssassin is hurting democracy!
Owen
---------------------------------------------------------------------------------------------------------------------

http://www.bayarea.com/mld/mercurynews/news/opinion/3900215.htm

Internet can level the political playing field
By Mike McCurry and Larry Purpuro

NOT many months from now, people across the country will experience one
of the great recurring features of American democracy. At shopping
malls, on factory floors, at church socials and even on our front
stoops, we will be approached by individuals who want to represent us in
public office. While chances are high that we won't know them
personally, they will walk up to us, offer a handshake and a flier and
ask for our votes.

Just as technology is affecting every other area of communication, it
has begun to affect the way political candidates communicate with voters.

In this year's GOP gubernatorial primary, California Secretary of State
Bill Jones, who faced better-funded candidates, acquired the e-mail
addresses of more than a million potential California voters and sent
each an unsolicited e-mail asking for support.

That day, he might have chosen any of the more traditional -- and more
expensive -- methods of contacting voters, such as direct mail, radio
spots or TV ads. But he spent only about 2 cents per message, instead of
35 cents or more per message for direct mail or in another medium.

Had Jones chosen direct mail, radio or TV, that communication would have
been equally ``unsolicited,'' as defined in the e-mail world. Few voters
would have ``opted in'' to receive campaign information from Jones
through any of those channels.

The response to Jones' e-mail effort, however, was swift and intense. He
was lambasted by anti-spam advocates, and media coverage was almost
entirely negative. To be fair, some of Jones' tactics could have been
refined. He used a less-than-perfect list and no standard-practice
``paid for'' disclaimer in the message.

His detractors, however, attacked him not for his tactical miscues but
because the e-mail was sent unsolicited. In fact, Jones' online campaign
may have been his most visible asset. In an era of cynicism toward money
in politics -- money typically spent on other unsolicited communication
mediums -- Jones tried to level the playing field.

No one likes commercial spam. It is irrelevant and untargeted and can be
highly intrusive and even offensive. But as a sophisticated society,
it's time to differentiate commercial spam from very different
unsolicited e-mail sent by political candidates to voters.

The debate is particularly relevant in light of legislation in Congress
that would constitute the first federal law to directly address spam. We
believe e-mail is no more intrusive than direct mail, telemarketing or
TV advertising when it comes to politicians seeking to reach voters. A
simple link in good e-mail campaigns allows recipients to opt out of
future mailings. Direct mail takes at least a phone call or stamp to be
taken off a list, and viewers must repeatedly endure TV ads.

When a candidate lacks a large campaign war chest, he or she can use the
Internet to provide constituents with information to better prepare them
to perform their civic duty of casting educated votes. With more than 60
percent of all potential voters in this country possessing e-mail
accounts, it makes sense that political candidates use this medium.

Candidates might avoid some of the tactical problems encountered by the
Jones campaign if they use the technologies available today that better
ensure quality of e-mail lists and target content to specific recipient
groups.

But the broader point remains. When a political candidate sends a voter
an e-mail, that recipient can choose to delete the message without
opening it, unsubscribe from the list, read it or even reply and engage
the sender. That choice should belong to the voter -- not to anti-spam
advocates whose efforts are better focused on commercial e-mail.
Political candidates should be free to communicate with voters as best
they can, and let voters decide what to do with that information.

--------------------------------------------------------------------------------
Mike McCurry, former press secretary for President Clinton, is CEO of an
advocacy management and communications software company. Larry Purpuro,
the former Republican National Committee deputy chief of staff, is
founder and president of a political e-marketing firm. This was written
for the Los Angeles Times.

http://xent.com/mailman/listinfo/fork",legitimate
spamassassin_easy_ham_00016.ef397cef16f8041242e3b6560e168053,spamassassin,[IIU] Eircom aDSL Nat'ing,"Hi all,

apologies for the possible silly question (i don't think it is, but),
but is Eircom's aDSL service NAT'ed?

and what implications would that have for VoIP? I know there are
difficulties with VoIP or connecting to clients connected to a NAT'ed
network from the internet wild (i.e. machines with static, real IPs)

any help pointers would be helpful,

cheers
--
rgrds,
Bernard
--
Bernard Tyers * National Centre for Sensor Research * P:353-1-700-5273 *
E: bernard.tyers@dcu.ie * W: www.physics.dcu.ie/~bty * L:N117

_______________________________________________
IIU mailing list
IIU@iiu.taint.org
http://iiu.taint.org/mailman/listinfo/iiu",legitimate
spamassassin_easy_ham_00017.08ef2d89f14cf7e2a458b80697eb1837,spamassassin,[zzzzteana] Re: Australian Catholic Kiddie Perv Steps Aside,"--- In forteana@y..., ""D.McMann"" <dmcmann@b...> wrote:
> Robert Moaby, 33, who sent death threats to staff, was also jailed
> for hoarding indecent pictures of children on his home computer.
> =========
>
> Hmm, if I didn't trust our government and secret police, I could
look at
> this another way....

There is a bit of circumstantial evidence - apparently some MT
listers were approached by him (via email) - a little research in
dejanews/google groups showed a number of messages from him, clearly
hoping to contact girls, appearing in ""alt.teens"" and similar groups -
I just tried a Google Groups search on ""Robert Moaby"" and some of
them came top of the list.

Note for Marie - ""MT"" stands for Mark Thomas, a slightly slimmer, UK
version of your Michael Moore - the mailing list is named after him.

Rob

------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/mG3HAA/7gSolB/TM
---------------------------------------------------------------------~->

To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com

Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/",legitimate
spamassassin_easy_ham_00018.6fee38026193b5adde4b56892a6f14bc,spamassassin,RE: [ILUG] Sun Solaris..,"In a nutshell - Solaris is Suns own flavour of UNIX.

> -----Original Message-----
> From: Kiall Mac Innes [mailto:kiall@redpie.com]
> Sent: 22 August 2002 17:23
> To: ILUG
> Subject: [ILUG] Sun Solaris..
>
>
> Can someone explain what type of operating system Solaris
> is... as ive never seen or used it i dont know wheather to
> get a server from Sun or from DELL i would prefer a linux
> based server and Sun seems to be the one for that but im not
> sure if Solaris is a distro of linux or a completely
> different operating system? can someone explain...
>
> Kiall Mac Innes
>
>
> --
> Irish Linux Users' Group: ilug@linux.ie
> http://www.linux.ie/mailman/listinfo/ilug for
> (un)subscription information. List maintainer: listmaster@linux.ie
>

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00019.5322cb10d8819b39499924d852819c27,spamassassin,[zzzzteana] Which Muppet Are You?,"Apols if this has been posted before:

http://www.pinkpaperclips.net/subs/quiz2.html

Rob

------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/mG3HAA/7gSolB/TM
---------------------------------------------------------------------~->

To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com

Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/",legitimate
spamassassin_easy_ham_00020.d10651e31fcb92630c6229ec773cfe26,spamassassin,[ILUG] Sun Solaris..,"Can someone explain what type of operating system Solaris is... as ive never
seen or used it i dont know wheather to get a server from Sun or from DELL i
would prefer a linux based server and Sun seems to be the one for that but
im not sure if Solaris is a distro of linux or a completely different
operating system? can someone explain...

Kiall Mac Innes

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
spamassassin_easy_ham_00021.607c41268c5b0d66e81b58713a66d12c,spamassassin,Re: [zzzzteana] Which Muppet Are You?,"> Apols if this has been posted before:
>
> http://www.pinkpaperclips.net/subs/quiz2.html
>
So, anyone who isn't Beaker?

TimC
Meep

------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/mG3HAA/7gSolB/TM
---------------------------------------------------------------------~->

To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com

Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/",legitimate
spamassassin_easy_ham_00022.48098f942c31097d2ef605df44dd8593,spamassassin,Re: [ILUG] Sun Solaris..,"On Thu, Aug 22, 2002 at 05:13:01PM +0100, Fergal Moran mentioned:
> In a nutshell - Solaris is Suns own flavour of UNIX.

Though I'm sure that this nice person would like a bit more detail.

Solaris is quite different to Linux, though these days you can make
solaris act a lot like linux with an extra CD of GNU tools Sun ship with
solaris. It is based on the SysV unix family, so it's quite similar to
other unixen like HPUX and SCO.

Sun's hardware in general is more reliable, and a lot more expensive. One
of the main bonuses you get by buying Sun is that you are getting your
hardware and software from one company, so if you have a support contract,
they have to fix it. They can't fob you off with 'that's a software
problem, talk to the software vendor.' etc.

If you are set on Linux, you most likely can do your own support. There
is then a world of different hardware options. You can run Linux on Sparc,
though some companies like RedHat don't maintain a sparc port anymore.

You can also buy your machine from linux-oriented companies like DNUK,
who do machines designed to run linux, and their own version of linux,
that has a few extras for their machines. Or, you can get a machine from a
cheaper company like Dell, and it'll most likely work, most of the time.

John

--
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",legitimate
